"Module"	"Gene"	"V3_gene"	"V5_gene"	"V3_all_term_ids"	"V3_all_term_names"	"V5_all_term_ids"	"V5_all_term_names"	"V3_Pfam"	"V3_PANTHER"	"V5_Pfam"	"V5_PANTHER"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"
"M2"	"VIT_05s0077g00530"	"Vitvi05g00885"	"Vitvi05_01chr05g13120"	"35; 35.2"	"not assigned; not assigned.not annotated"	"28; 28.1; 28.1.1; 28.1.1.10; 28.1.1.10.4"	"mapman:Plant reproduction; mapman:Plant reproduction.gametogenesis; mapman:Plant reproduction.gametogenesis.male gametophyt; mapman:Plant reproduction.gametogenesis.male gametophyt.anther dehiscence; mapman:Plant reproduction.gametogenesis.male gametophyt.anther dehiscence.regulatory factor *(ADR)"	""	"PTHR37226 ('GOLGIN FAMILY A PROTEIN', '8.4E-89', 'PANTHER')"	""	"PTHR37226 ('GOLGIN FAMILY A PROTEIN', '8.4E-89', 'PANTHER')"	"chr05"	10696506	10700331
"M2"	"VIT_02s0025g03810"	"Vitvi02g01388"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_16s0148g00250"	"Vitvi16g02012"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF13947 ('Wall-associated receptor kinase galacturonan-binding-Wall-associated receptor kinase, galacturonan-binding domain', '1.3E-13', 'Pfam')"	"PTHR46279 ('RING/U-BOX SUPERFAMILY PROTEIN-RING-H2 finger protein ATL20-22-like', '3.9E-31', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_17s0000g00060"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_13s0106g00250"	"Vitvi13g00829"	"Vitvi05_01chr13g12020"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00657 ('GDSL-like Lipase/Acylhydrolase-GDSL lipase/esterase', '2.2E-23', 'Pfam')"	"PTHR46020 ('OSJNBB0059K02.9 PROTEIN', '4.5E-122', 'PANTHER')"	"PF00657 ('GDSL-like Lipase/Acylhydrolase-GDSL lipase/esterase', '2.2E-23', 'Pfam')"	"PTHR46020 ('OSJNBB0059K02.9 PROTEIN', '4.5E-122', 'PANTHER')"	"chr13"	10060878	10064516
"M2"	"VIT_09s0054g01100"	"Vitvi09g01993"	"Vitvi05_01chr09g21190"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR35497 ('ACYL-UDP-N-ACETYLGLUCOSAMINE O-ACYLTRANSFERASE', '2.4E-18', 'PANTHER')"	""	"PTHR35497 ('ACYL-UDP-N-ACETYLGLUCOSAMINE O-ACYLTRANSFERASE', '2.4E-18', 'PANTHER')"	"chr09"	23267149	23267866
"M2"	"VIT_06s0004g06490"	"Vitvi06g00630"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_00s1390g00010"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_03s0017g00940"	"Vitvi03g01127"	NA	"1; 1.1; 1.1.2; 1.1.2.3"	"Photosynthesis; Photosynthesis.photophosphorylation; Photosynthesis.photophosphorylation.cytochrome b6/f complex; Photosynthesis.photophosphorylation.cytochrome b6/f complex.Rieske iron-sulfur component PetC"	""	""	"PF00355 ('Rieske [2Fe-2S] domain-Rieske [2Fe-2S] iron-sulphur domain', '1.6E-6', 'Pfam')"	"PTHR10134 ('CYTOCHROME B-C1 COMPLEX SUBUNIT RIESKE, MITOCHONDRIAL-Rieske iron-sulphur protein', '2.3E-49', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0841g00010"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_19s0014g01340"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_00s0238g00060"	"Vitvi18g03382"	"Vitvi05_01chr18g33080"	"26; 26.8; 26.8.2; 26.8.2.1"	"External stimuli response; External stimuli response.pathogen; External stimuli response.pathogen.effector-triggered immunity (ETI) network; External stimuli response.pathogen.effector-triggered immunity (ETI) network.effector receptor (NLR)"	"26; 26.10; 26.10.2; 26.10.2.1; 26.10.2.1.1"	"mapman:External stimuli response; mapman:External stimuli response.pathogen; mapman:External stimuli response.pathogen.effector-triggered immunity (ETI) machinery; mapman:External stimuli response.pathogen.effector-triggered immunity (ETI) machinery.TNL-mediated effector-triggered immunity; mapman:External stimuli response.pathogen.effector-triggered immunity (ETI) machinery.TNL-mediated effector-triggered immunity.effector receptor *(NLR)"	"PF00931 ('NB-ARC domain-NB-ARC', '3.3E-24', 'Pfam'); PF07725 ('Leucine Rich Repeat-Leucine-rich repeat 3', '0.023', 'Pfam'); PF01582 ('TIR domain-Toll/interleukin-1 receptor homology (TIR) domain', '1.8E-62', 'Pfam'); PF20160 ('C-JID domain-C-JID domain', '5.6E-11', 'Pfam')"	"PTHR11017 ('LEUCINE-RICH REPEAT-CONTAINING PROTEIN-Disease resistance protein, plants', '0.0', 'PANTHER')"	"PF00931 ('NB-ARC domain-NB-ARC', '3.3E-24', 'Pfam'); PF07725 ('Leucine Rich Repeat-Leucine-rich repeat 3', '0.023', 'Pfam'); PF01582 ('TIR domain-Toll/interleukin-1 receptor homology (TIR) domain', '1.8E-62', 'Pfam'); PF20160 ('C-JID domain-C-JID domain', '5.6E-11', 'Pfam')"	"PTHR11017 ('LEUCINE-RICH REPEAT-CONTAINING PROTEIN-Disease resistance protein, plants', '0.0', 'PANTHER')"	"chr18"	33122029	33126667
"M2"	"VIT_03s0088g00210"	"Vitvi03g01631"	"Vitvi05_01chr03g11000"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	""	"PTHR13872 ('DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT-Oligosaccharyl transferase, STT3 subunit', '1.5E-20', 'PANTHER')"	""	""	"chr03"	8254930	8259141
"M2"	"VIT_11s0016g02940"	"Vitvi11g00247"	"Vitvi05_01chr11g03480"	"20; 20.2; 20.2.2; 20.2.2.3"	"Cytoskeleton organisation; Cytoskeleton organisation.microfilament network; Cytoskeleton organisation.microfilament network.actin polymerisation; Cytoskeleton organisation.microfilament network.actin polymerisation.profilin actin nucleation protein"	"20; 20.2; 20.2.2; 20.2.2.3"	"mapman:Cytoskeleton organisation; mapman:Cytoskeleton organisation.microfilament network; mapman:Cytoskeleton organisation.microfilament network.actin polymerisation; mapman:Cytoskeleton organisation.microfilament network.actin polymerisation.profilin actin nucleation protein"	"PF00235 ('Profilin-Profilin', '1.9E-39', 'Pfam')"	"PTHR11604 ('PROFILIN-Profilin, eukaryotic type', '2.7E-53', 'PANTHER')"	"PF00235 ('Profilin-Profilin', '1.9E-39', 'Pfam')"	"PTHR11604 ('PROFILIN-Profilin, eukaryotic type', '2.7E-53', 'PANTHER')"	"chr11"	2349554	2353724
"M2"	"VIT_00s0160g00330"	"Vitvi07g02812"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF20160 ('C-JID domain-C-JID domain', '2.1E-9', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '1900.0', 'Pfam')"	"PTHR16083 ('LEUCINE RICH REPEAT CONTAINING PROTEIN', '5.2E-11', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_07s0005g05150"	"Vitvi07g02314"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_00s2507g00010"	"Vitvi18g03400"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR38926 ('F-BOX DOMAIN CONTAINING PROTEIN, EXPRESSED', '3.8E-39', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_14s0030g00520"	"Vitvi14g02594"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR33463 ('NB-ARC DOMAIN-CONTAINING PROTEIN-RELATED-Plant disease resistance NBS-LRR', '4.2E-60', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0187g00080"	"Vitvi10g01679"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF16845 ('Aspartic acid proteinase inhibitor-Cystatin domain', '3.7E-5', 'Pfam')"	"PTHR11413 ('CYSTATIN FAMILY MEMBER-Cystatin', '7.1E-10', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0780g00030"	"Vitvi10g01685"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_16s0050g01710"	"Vitvi16g01949"	NA	"50; 50.2; 50.2.7"	"Enzyme classification; Enzyme classification.EC_2 transferases; Enzyme classification.EC_2 transferases.EC_2.7 transferase transferring phosphorus-containing group"	""	""	"PF07714 ('Protein tyrosine and serine/threonine kinase-Serine-threonine/tyrosine-protein kinase, catalytic domain', '7.2E-14', 'Pfam')"	"PTHR27009 ('RUST RESISTANCE KINASE LR10-RELATED-Rust resistance kinase Lr10', '1.9E-53', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_00s0441g00020"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_05s0051g00180"	"Vitvi05g00910"	NA	"18; 18.8; 18.8.1; 18.8.1.4"	"Protein modification; Protein modification.S-glutathionylation; Protein modification.S-glutathionylation.glutathione S-transferase activities; Protein modification.S-glutathionylation.glutathione S-transferase activities.class tau glutathione S-transferase"	""	""	"PF02798 ('Glutathione S-transferase, N-terminal domain-Glutathione S-transferase, N-terminal', '1.1E-13', 'Pfam'); PF00043 ('Glutathione S-transferase, C-terminal domain-Glutathione S-transferase, C-terminal', '1.2E-4', 'Pfam')"	"PTHR11260 ('GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING-Glutathione S-transferase Omega/Tau-like', '3.5E-71', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_18s0117g00380"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_05s0165g00230"	"Vitvi05g01454"	NA	"22; 22.4; 22.4.2; 22.4.2.1"	"Vesicle trafficking; Vesicle trafficking.Coat protein II (COPII) coatomer machinery; Vesicle trafficking.Coat protein II (COPII) coatomer machinery.coat protein recruiting; Vesicle trafficking.Coat protein II (COPII) coatomer machinery.coat protein recruiting.GTPase (Sar1)"	""	""	"PF00025 ('ADP-ribosylation factor family-Small GTPase superfamily, ARF/SAR type', '1.0E-49', 'Pfam')"	"PTHR45684 ('RE74312P-Small GTPase superfamily, SAR1-type', '2.7E-75', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_02s0025g00940"	"Vitvi02g01332"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_16s0115g00470"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_01s0010g04010"	"Vitvi01g02281"	"Vitvi05_01chr01g23440"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR36068 ('OS01G0102500 PROTEIN', '1.1E-43', 'PANTHER')"	""	"PTHR36068 ('OS01G0102500 PROTEIN', '1.1E-43', 'PANTHER')"	"chr01"	26286965	26288135
"M2"	"VIT_13s0067g00560"	"Vitvi13g01302"	"Vitvi05_01chr13g19030"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF01370 ('NAD dependent epimerase/dehydratase family-NAD-dependent epimerase/dehydratase', '0.62', 'Pfam')"	"PTHR10366 ('NAD DEPENDENT EPIMERASE/DEHYDRATASE-NAD(P)-dependent epimerase/dehydratase-related protein', '1.7E-22', 'PANTHER')"	"PF01370 ('NAD dependent epimerase/dehydratase family-NAD-dependent epimerase/dehydratase', '0.62', 'Pfam')"	"PTHR10366 ('NAD DEPENDENT EPIMERASE/DEHYDRATASE-NAD(P)-dependent epimerase/dehydratase-related protein', '2.9E-22', 'PANTHER'); PTHR10366 ('NAD DEPENDENT EPIMERASE/DEHYDRATASE-NAD(P)-dependent epimerase/dehydratase-related protein', '1.7E-22', 'PANTHER')"	"chr13"	20638032	20641051
"M2"	"VIT_14s0030g00930"	"Vitvi14g02615"	"Vitvi05_01chr14g06140"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '1.6E-6', 'Pfam')"	""	"PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '2.0E-5', 'Pfam'); PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '1.6E-6', 'Pfam')"	""	"chr14"	5222022	5226101
"M2"	"VIT_18s0086g00440"	"Vitvi18g01407"	NA	"24; 24.1; 24.1.1; 24.1.1.1; 24.1.1.1.2"	"Solute transport; Solute transport.primary active transport; Solute transport.primary active transport.V-type ATPase complex; Solute transport.primary active transport.V-type ATPase complex.membrane V0 subcomplex; Solute transport.primary active transport.V-type ATPase complex.membrane V0 subcomplex.subunit c"	""	""	"PF00137 ('ATP synthase subunit C-V-ATPase proteolipid subunit C-like domain', '0.039', 'Pfam')"	"PTHR10263 ('V-TYPE PROTON ATPASE PROTEOLIPID SUBUNIT', '8.3E-18', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_18s0089g00070"	"Vitvi18g03220"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_14s0030g01300"	"Vitvi14g00387"	"Vitvi05_01chr14g06730"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	""	""	"chr14"	5836616	5838581
"M2"	"VIT_00s0238g00090"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_04s0008g00460"	"Vitvi04g00036"	"Vitvi05_01chr04g00490"	"35; 35.2"	"not assigned; not assigned.not annotated"	"27; 27.3; 27.3.4"	"mapman:Multi-process regulation; mapman:Multi-process regulation.SnRK1-kinase regulatory system; mapman:Multi-process regulation.SnRK1-kinase regulatory system.regulatory protein *(SKIN/OXS3) of SnRK1 complex"	""	"PTHR33172 ('OS08G0516900 PROTEIN-Oxidative Stress Response Regulator', '1.0E-27', 'PANTHER')"	""	"PTHR33172 ('OS08G0516900 PROTEIN-Oxidative Stress Response Regulator', '1.1E-27', 'PANTHER'); PTHR33172 ('OS08G0516900 PROTEIN-Oxidative Stress Response Regulator', '1.0E-27', 'PANTHER')"	"chr04"	415187	415849
"M2"	"VIT_07s0005g06200"	"Vitvi07g00890"	"Vitvi05_01chr07g13000"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF18052 ('Rx N-terminal domain-Disease resistance, N-terminal', '6.7E-20', 'Pfam'); PF00931 ('NB-ARC domain-NB-ARC', '1.2E-58', 'Pfam')"	"PTHR23155 ('DISEASE RESISTANCE PROTEIN RP-Disease resistance protein, plants', '0.0', 'PANTHER')"	"PF18052 ('Rx N-terminal domain-Disease resistance, N-terminal', '6.7E-20', 'Pfam'); PF00931 ('NB-ARC domain-NB-ARC', '1.2E-58', 'Pfam')"	"PTHR23155 ('DISEASE RESISTANCE PROTEIN RP-Disease resistance protein, plants', '0.0', 'PANTHER')"	"chr07"	11422386	11426557
"M2"	"VIT_13s0047g01030"	"Vitvi13g02243"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00071 ('Ras family-Small GTPase', '1.3E-4', 'Pfam')"	"PTHR47977 ('RAS-RELATED PROTEIN RAB-Ras-related protein Rab', '2.1E-9', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_12s0055g00180"	"Vitvi12g02588"	"Vitvi05_01chr12g16400"	"50; 50.2; 50.2.4"	"Enzyme classification; Enzyme classification.EC_2 transferases; Enzyme classification.EC_2 transferases.EC_2.4 glycosyltransferase"	"50; 50.2; 50.2.4"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-4 glycosyltransferase"	"PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '5.7E-16', 'Pfam')"	"PTHR48048 ('GLYCOSYLTRANSFERASE-Plant UDP-glycosyltransferase superfamily', '0.0', 'PANTHER')"	"PF00201 ('UDP-glucoronosyl and UDP-glucosyl transferase-UDP-glucuronosyl/UDP-glucosyltransferase', '5.7E-16', 'Pfam')"	"PTHR48048 ('GLYCOSYLTRANSFERASE-Plant UDP-glycosyltransferase superfamily', '0.0', 'PANTHER')"	"chr12"	17159956	17162268
"M2"	"VIT_01s0011g02960"	"Vitvi01g00234"	"Vitvi05_01chr01g03630"	"9; 9.2; 9.2.2; 9.2.2.11; 9.2.2.9; 9.2.2.9.4"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.flavonoid biosynthesis; Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanins and proanthocyanidins biosynthesis; Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanidins; Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanidins.leucoanthocyanidin reductase"	"50; 50.1; 50.1.3; 9; 9.2; 9.2.2; 9.2.2.10; 9.2.2.10.4"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-3 oxidoreductase acting on CH-CH group of donor; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanidins; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.anthocyanidins.leucoanthocyanidin reductase *(LAR)"	"PF05368 ('NmrA-like family-NmrA-like domain', '1.6E-42', 'Pfam')"	"PTHR43349 ('PINORESINOL REDUCTASE-RELATED-NmrA-type oxidoreductase, Isoflavone reductase subfamily', '1.1E-103', 'PANTHER')"	"PF05368 ('NmrA-like family-NmrA-like domain', '1.6E-42', 'Pfam')"	"PTHR43349 ('PINORESINOL REDUCTASE-RELATED-NmrA-type oxidoreductase, Isoflavone reductase subfamily', '1.1E-103', 'PANTHER')"	"chr01"	2592045	2595024
"M2"	"VIT_09s0054g00360"	"Vitvi09g01960"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR13414 ('HUEL-CATION TRANSPORTER-Proton-coupled zinc antiporter SLC30A9', '1.2E-10', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_05s0051g00120"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_18s0089g00660"	"Vitvi18g02382"	NA	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '2800.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '130.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '500.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '430.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '26.0', 'Pfam'); PF13855 ('Leucine rich repeat-Leucine-rich repeat', '9.9E-6', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '540.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '270.0', 'Pfam'); PF13855 ('Leucine rich repeat-Leucine-rich repeat', '0.0048', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '24.0', 'Pfam'); PF08263 ('Leucine rich repeat N-terminal domain-Leucine-rich repeat-containing N-terminal, plant-type', '0.73', 'Pfam'); PF13855 ('Leucine rich repeat-Leucine-rich repeat', '0.0059', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '3000.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '3500.0', 'Pfam'); PF00560 ('Leucine Rich Repeat-Leucine-rich repeat', '2700.0', 'Pfam')"	"PTHR48061 ('LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1-LIKE-RELATED-Receptor-like protein 23-like', '0.0', 'PANTHER')"	NA	NA	NA	NA	NA
"M2"	"VIT_03s0088g00140"	"Vitvi03g00703"	"Vitvi05_01chr03g10920"	"50; 50.1; 50.1.3"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.3 oxidoreductase acting on CH-CH group of donor"	"50; 50.1; 50.1.3"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-3 oxidoreductase acting on CH-CH group of donor"	"PF05368 ('NmrA-like family-NmrA-like domain', '2.1E-47', 'Pfam')"	"PTHR43349 ('PINORESINOL REDUCTASE-RELATED-NmrA-type oxidoreductase, Isoflavone reductase subfamily', '1.5E-111', 'PANTHER')"	"PF05368 ('NmrA-like family-NmrA-like domain', '2.1E-47', 'Pfam')"	"PTHR43349 ('PINORESINOL REDUCTASE-RELATED-NmrA-type oxidoreductase, Isoflavone reductase subfamily', '1.5E-111', 'PANTHER')"	"chr03"	8207936	8210789
"M2"	"VIT_08s0007g08850"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_14s0081g00100"	"Vitvi14g02668"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_13s0158g00290"	"Vitvi13g01616"	"Vitvi05_01chr13g24530"	"35; 35.1"	"not assigned; not assigned.annotated"	""	""	"PF00931 ('NB-ARC domain-NB-ARC', '4.4E-48', 'Pfam'); PF18052 ('Rx N-terminal domain-Disease resistance, N-terminal', '5.5E-15', 'Pfam')"	"PTHR23155 ('DISEASE RESISTANCE PROTEIN RP-Disease resistance protein, plants', '0.0', 'PANTHER')"	"PF18052 ('Rx N-terminal domain-Disease resistance, N-terminal', '5.7E-15', 'Pfam'); PF00931 ('NB-ARC domain-NB-ARC', '4.2E-48', 'Pfam'); PF00931 ('NB-ARC domain-NB-ARC', '4.5E-48', 'Pfam'); PF18052 ('Rx N-terminal domain-Disease resistance, N-terminal', '5.6E-15', 'Pfam')"	"PTHR23155 ('DISEASE RESISTANCE PROTEIN RP-Disease resistance protein, plants', '0.0', 'PANTHER'); PTHR23155 ('DISEASE RESISTANCE PROTEIN RP-Disease resistance protein, plants', '1.1E-203', 'PANTHER')"	"chr13"	26593840	26598522
"M2"	"VIT_01s0146g00090"	"Vitvi01g01703"	"Vitvi05_01chr01g23570"	"5; 5.9; 5.9.4"	"Lipid metabolism; Lipid metabolism.lipid bodies-associated activities; Lipid metabolism.lipid bodies-associated activities.steroleosin dehydrogenase (HSD/SLO)"	"5; 5.8; 5.8.5; 50; 50.1; 50.1.1"	"mapman:Lipid metabolism; mapman:Lipid metabolism.cytoplasmic lipid droplet-associated activities; mapman:Lipid metabolism.cytoplasmic lipid droplet-associated activities.STEROLEOSIN-type dehydrogenase *(SLO/HSD); mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-1 oxidoreductase acting on CH-OH group of donor"	"PF00106 ('short chain dehydrogenase-Short-chain dehydrogenase/reductase SDR', '3.2E-41', 'Pfam')"	"PTHR43391 ('RETINOL DEHYDROGENASE-RELATED', '2.1E-91', 'PANTHER')"	"PF00106 ('short chain dehydrogenase-Short-chain dehydrogenase/reductase SDR', '3.2E-41', 'Pfam'); PF00106 ('short chain dehydrogenase-Short-chain dehydrogenase/reductase SDR', '3.5E-41', 'Pfam')"	"PTHR43391 ('RETINOL DEHYDROGENASE-RELATED', '1.6E-91', 'PANTHER'); PTHR43391 ('RETINOL DEHYDROGENASE-RELATED', '2.1E-91', 'PANTHER')"	"chr01"	26441867	26446240
"M2"	"VIT_14s0030g00140"	"Vitvi14g00297"	"Vitvi05_01chr14g05030"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	"PTHR33463 ('NB-ARC DOMAIN-CONTAINING PROTEIN-RELATED-Plant disease resistance NBS-LRR', '9.9E-94', 'PANTHER'); PTHR33463 ('NB-ARC DOMAIN-CONTAINING PROTEIN-RELATED-Plant disease resistance NBS-LRR', '1.3E-93', 'PANTHER')"	"PF00931 ('NB-ARC domain-NB-ARC', '6.2E-41', 'Pfam')"	"PTHR33463 ('NB-ARC DOMAIN-CONTAINING PROTEIN-RELATED-Plant disease resistance NBS-LRR', '1.3E-93', 'PANTHER'); PTHR33463 ('NB-ARC DOMAIN-CONTAINING PROTEIN-RELATED-Plant disease resistance NBS-LRR', '2.2E-244', 'PANTHER')"	"chr14"	3856240	3875667
"M2"	"VIT_04s0044g01830"	"Vitvi04g02256"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_15s0046g01610"	"Vitvi15g01044"	"Vitvi05_01chr15g18300"	"35; 35.1"	"not assigned; not assigned.annotated"	"26; 26.10; 26.10.3; 26.10.3.3; 26.10.3.3.2; 26.10.3.3.2.1"	"mapman:External stimuli response; mapman:External stimuli response.pathogen; mapman:External stimuli response.pathogen.defense mechanisms; mapman:External stimuli response.pathogen.defense mechanisms.defense enzyme activities; mapman:External stimuli response.pathogen.defense mechanisms.defense enzyme activities.chitinase activities; mapman:External stimuli response.pathogen.defense mechanisms.defense enzyme activities.chitinase activities.acidic chitinase *(CHIA)"	"PF00704 ('Glycosyl hydrolases family 18-Glycoside hydrolase family 18, catalytic domain', '4.0E-6', 'Pfam')"	"PTHR45708 ('ENDOCHITINASE-Glycosyl Hydrolase 18 Family Chitinases', '6.3E-102', 'PANTHER')"	""	"PTHR45708 ('ENDOCHITINASE-Glycosyl Hydrolase 18 Family Chitinases', '4.3E-42', 'PANTHER')"	"chr15"	21772435	21773016
"M2"	"VIT_19s0085g00460"	"Vitvi19g01699"	"Vitvi05_01chr19g22100"	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	""	""	"chr19"	26041086	26042047
"M2"	"VIT_04s0044g01810"	"Vitvi04g02255"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	"PF05327 ('RNA polymerase I specific transcription initiation factor RRN3-RNA polymerase I specific transcription initiation factor RRN3', '0.004', 'Pfam')"	""	NA	NA	NA	NA	NA
"M2"	"VIT_15s0021g02400"	"Vitvi15g01465"	NA	"35; 35.2"	"not assigned; not assigned.not annotated"	""	""	""	""	NA	NA	NA	NA	NA
"M2"	"VIT_00s0184g00130"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_09s0002g02050"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_08s0058g00020"	NA	"Vitvi05_01chr08g06220"	""	""	""	""	NA	NA	"PF22241 ('PSMD12/CSN4, N-terminal', '5.0E-17', 'Pfam')"	"PTHR10855 ('26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 12/COP9 SIGNALOSOME COMPLEX SUBUNIT 4-26S Proteasome non-ATPase regulatory subunit 12/COP9 signalosome complex subunit 4', '1.5E-20', 'PANTHER')"	"chr08"	9518159	9519542
"M2"	"VIT_12s0035g00780"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
"M2"	"VIT_15s0046g00500"	NA	NA	""	""	""	""	NA	NA	NA	NA	NA	NA	NA
