Transcript	Gene
Vitvi05_01chr00g04020_t001	Vitvi05_01chr00g04020
Vitvi05_01chr00g04030_t001	Vitvi05_01chr00g04030
Vitvi05_01chr00g04040_t001	Vitvi05_01chr00g04040
Vitvi05_01chr00g04050_t001	Vitvi05_01chr00g04050
Vitvi05_01chr00g04060_t001	Vitvi05_01chr00g04060
Vitvi05_01chr00g04070_t001	Vitvi05_01chr00g04070
Vitvi05_01chr00g04080_t001	Vitvi05_01chr00g04080
Vitvi05_01chr00g04090_t001	Vitvi05_01chr00g04090
Vitvi05_01chr00g04100_t001	Vitvi05_01chr00g04100
Vitvi05_01chr00g04110_t001	Vitvi05_01chr00g04110
Vitvi05_01chr00g04120_t002	Vitvi05_01chr00g04120
Vitvi05_01chr00g04120_t001	Vitvi05_01chr00g04120
Vitvi05_01chr00g04130_t001	Vitvi05_01chr00g04130
Vitvi05_01chr00g04140_t001	Vitvi05_01chr00g04140
Vitvi05_01chr00g04150_t001	Vitvi05_01chr00g04150
Vitvi05_01chr00g04160_t001	Vitvi05_01chr00g04160
Vitvi05_01chr00g04170_t001	Vitvi05_01chr00g04170
Vitvi05_01chr00g04180_t001	Vitvi05_01chr00g04180
Vitvi05_01chr00g04190_t001	Vitvi05_01chr00g04190
Vitvi05_01chr00g04200_t001	Vitvi05_01chr00g04200
Vitvi05_01chr00g04210_t002	Vitvi05_01chr00g04210
Vitvi05_01chr00g04210_t001	Vitvi05_01chr00g04210
Vitvi05_01chr00g04220_t001	Vitvi05_01chr00g04220
Vitvi05_01chr00g04230_t001	Vitvi05_01chr00g04230
Vitvi05_01chr00g04240_t001	Vitvi05_01chr00g04240
Vitvi05_01chr00g04250_t001	Vitvi05_01chr00g04250
Vitvi05_01chr00g04260_t001	Vitvi05_01chr00g04260
Vitvi05_01chr00g04270_t001	Vitvi05_01chr00g04270
Vitvi05_01chr00g04280_t001	Vitvi05_01chr00g04280
Vitvi05_01chr00g04290_t001	Vitvi05_01chr00g04290
Vitvi05_01chr00g04300_t001	Vitvi05_01chr00g04300
Vitvi05_01chr00g04310_t001	Vitvi05_01chr00g04310
Vitvi05_01chr00g04320_t001	Vitvi05_01chr00g04320
Vitvi05_01chr00g04330_t001	Vitvi05_01chr00g04330
Vitvi05_01chr00g04340_t001	Vitvi05_01chr00g04340
Vitvi05_01chr00g04350_t001	Vitvi05_01chr00g04350
Vitvi05_01chr00g04360_t001	Vitvi05_01chr00g04360
Vitvi05_01chr00g04370_t001	Vitvi05_01chr00g04370
Vitvi05_01chr00g04380_t001	Vitvi05_01chr00g04380
Vitvi05_01chr00g04390_t001	Vitvi05_01chr00g04390
Vitvi05_01chr00g04400_t002	Vitvi05_01chr00g04400
Vitvi05_01chr00g04400_t001	Vitvi05_01chr00g04400
Vitvi05_01chr00g04410_t001	Vitvi05_01chr00g04410
Vitvi05_01chr00g04420_t001	Vitvi05_01chr00g04420
Vitvi05_01chr00g04430_t001	Vitvi05_01chr00g04430
Vitvi05_01chr00g04440_t001	Vitvi05_01chr00g04440
Vitvi05_01chr00g04450_t001	Vitvi05_01chr00g04450
Vitvi05_01chr00g04460_t001	Vitvi05_01chr00g04460
Vitvi05_01chr00g04470_t001	Vitvi05_01chr00g04470
Vitvi05_01chr00g04480_t001	Vitvi05_01chr00g04480
Vitvi05_01chr00g04490_t001	Vitvi05_01chr00g04490
Vitvi05_01chr00g04500_t002	Vitvi05_01chr00g04500
Vitvi05_01chr00g04500_t003	Vitvi05_01chr00g04500
Vitvi05_01chr00g04500_t001	Vitvi05_01chr00g04500
Vitvi05_01chr00g04510_t001	Vitvi05_01chr00g04510
Vitvi05_01chr00g04520_t001	Vitvi05_01chr00g04520
Vitvi05_01chr00g04530_t001	Vitvi05_01chr00g04530
Vitvi05_01chr00g04540_t001	Vitvi05_01chr00g04540
Vitvi05_01chr00g04550_t001	Vitvi05_01chr00g04550
Vitvi05_01chr00g04560_t001	Vitvi05_01chr00g04560
Vitvi05_01chr00g04570_t001	Vitvi05_01chr00g04570
Vitvi05_01chr00g04580_t001	Vitvi05_01chr00g04580
Vitvi05_01chr00g04590_t001	Vitvi05_01chr00g04590
Vitvi05_01chr00g04600_t001	Vitvi05_01chr00g04600
Vitvi05_01chr00g04610_t002	Vitvi05_01chr00g04610
Vitvi05_01chr00g04610_t001	Vitvi05_01chr00g04610
Vitvi05_01chr00g04620_t001	Vitvi05_01chr00g04620
Vitvi05_01chr00g04630_t001	Vitvi05_01chr00g04630
Vitvi05_01chr00g04640_t001	Vitvi05_01chr00g04640
Vitvi05_01chr00g04650_t001	Vitvi05_01chr00g04650
Vitvi05_01chr00g04660_t001	Vitvi05_01chr00g04660
Vitvi05_01chr00g04670_t001	Vitvi05_01chr00g04670
Vitvi05_01chr00g04680_t001	Vitvi05_01chr00g04680
Vitvi05_01chr00g04690_t001	Vitvi05_01chr00g04690
Vitvi05_01chr00g04700_t001	Vitvi05_01chr00g04700
Vitvi05_01chr00g04710_t001	Vitvi05_01chr00g04710
Vitvi05_01chr00g04720_t001	Vitvi05_01chr00g04720
Vitvi05_01chr00g04730_t001	Vitvi05_01chr00g04730
Vitvi05_01chr00g04740_t001	Vitvi05_01chr00g04740
Vitvi05_01chr00g04750_t001	Vitvi05_01chr00g04750
Vitvi05_01chr00g04760_t001	Vitvi05_01chr00g04760
Vitvi05_01chr00g04770_t001	Vitvi05_01chr00g04770
Vitvi05_01chr00g04780_t001	Vitvi05_01chr00g04780
Vitvi05_01chr00g04790_t001	Vitvi05_01chr00g04790
Vitvi05_01chr00g04800_t001	Vitvi05_01chr00g04800
Vitvi05_01chr00g04810_t001	Vitvi05_01chr00g04810
Vitvi05_01chr00g04820_t001	Vitvi05_01chr00g04820
Vitvi05_01chr00g04830_t001	Vitvi05_01chr00g04830
Vitvi05_01chr00g04840_t001	Vitvi05_01chr00g04840
Vitvi05_01chr00g04850_t001	Vitvi05_01chr00g04850
Vitvi05_01chr00g04860_t001	Vitvi05_01chr00g04860
Vitvi05_01chr00g04870_t001	Vitvi05_01chr00g04870
Vitvi05_01chr00g04880_t001	Vitvi05_01chr00g04880
Vitvi05_01chr00g04890_t001	Vitvi05_01chr00g04890
Vitvi05_01chr00g04900_t001	Vitvi05_01chr00g04900
Vitvi05_01chr00g04910_t001	Vitvi05_01chr00g04910
Vitvi05_01chr00g04920_t001	Vitvi05_01chr00g04920
Vitvi05_01chr00g04930_t001	Vitvi05_01chr00g04930
Vitvi05_01chr00g04940_t001	Vitvi05_01chr00g04940
Vitvi05_01chr00g04950_t001	Vitvi05_01chr00g04950
Vitvi05_01chr00g04960_t001	Vitvi05_01chr00g04960
Vitvi05_01chr00g04970_t001	Vitvi05_01chr00g04970
Vitvi05_01chr00g04980_t001	Vitvi05_01chr00g04980
Vitvi05_01chr00g04990_t001	Vitvi05_01chr00g04990
Vitvi05_01chr00g05000_t001	Vitvi05_01chr00g05000
Vitvi05_01chr00g05010_t001	Vitvi05_01chr00g05010
Vitvi05_01chr00g05020_t001	Vitvi05_01chr00g05020
Vitvi05_01chr00g05030_t001	Vitvi05_01chr00g05030
Vitvi05_01chr00g05040_t001	Vitvi05_01chr00g05040
Vitvi05_01chr00g05050_t001	Vitvi05_01chr00g05050
Vitvi05_01chr00g05060_t001	Vitvi05_01chr00g05060
Vitvi05_01chr00g05070_t001	Vitvi05_01chr00g05070
Vitvi05_01chr00g05080_t001	Vitvi05_01chr00g05080
Vitvi05_01chr00g05090_t001	Vitvi05_01chr00g05090
Vitvi05_01chr00g05100_t001	Vitvi05_01chr00g05100
Vitvi05_01chr00g05110_t001	Vitvi05_01chr00g05110
Vitvi05_01chr00g05120_t001	Vitvi05_01chr00g05120
Vitvi05_01chr00g05130_t001	Vitvi05_01chr00g05130
Vitvi05_01chr00g05140_t001	Vitvi05_01chr00g05140
Vitvi05_01chr00g05150_t001	Vitvi05_01chr00g05150
Vitvi05_01chr00g05160_t001	Vitvi05_01chr00g05160
Vitvi05_01chr00g05170_t001	Vitvi05_01chr00g05170
Vitvi05_01chr00g05180_t001	Vitvi05_01chr00g05180
Vitvi05_01chr00g05190_t001	Vitvi05_01chr00g05190
Vitvi05_01chr00g05200_t001	Vitvi05_01chr00g05200
Vitvi05_01chr00g05210_t001	Vitvi05_01chr00g05210
Vitvi05_01chr00g05220_t001	Vitvi05_01chr00g05220
Vitvi05_01chr00g05230_t001	Vitvi05_01chr00g05230
Vitvi05_01chr00g05240_t001	Vitvi05_01chr00g05240
Vitvi05_01chr00g05250_t001	Vitvi05_01chr00g05250
Vitvi05_01chr00g05260_t001	Vitvi05_01chr00g05260
Vitvi05_01chr00g05270_t001	Vitvi05_01chr00g05270
Vitvi05_01chr00g05280_t001	Vitvi05_01chr00g05280
Vitvi05_01chr00g05290_t001	Vitvi05_01chr00g05290
Vitvi05_01chr00g05300_t001	Vitvi05_01chr00g05300
Vitvi05_01chr00g05310_t001	Vitvi05_01chr00g05310
Vitvi05_01chr00g05320_t001	Vitvi05_01chr00g05320
Vitvi05_01chr00g05330_t001	Vitvi05_01chr00g05330
Vitvi05_01chr00g05340_t001	Vitvi05_01chr00g05340
Vitvi05_01chr00g05350_t001	Vitvi05_01chr00g05350
Vitvi05_01chr00g05360_t001	Vitvi05_01chr00g05360
Vitvi05_01chr00g05370_t001	Vitvi05_01chr00g05370
Vitvi05_01chr00g05380_t001	Vitvi05_01chr00g05380
Vitvi05_01chr00g05390_t001	Vitvi05_01chr00g05390
Vitvi05_01chr00g05400_t001	Vitvi05_01chr00g05400
Vitvi05_01chr00g05410_t001	Vitvi05_01chr00g05410
Vitvi05_01chr00g05420_t001	Vitvi05_01chr00g05420
Vitvi05_01chr00g05430_t001	Vitvi05_01chr00g05430
Vitvi05_01chr00g05440_t001	Vitvi05_01chr00g05440
Vitvi05_01chr00g05450_t001	Vitvi05_01chr00g05450
Vitvi05_01chr00g05460_t001	Vitvi05_01chr00g05460
Vitvi05_01chr00g05470_t001	Vitvi05_01chr00g05470
Vitvi05_01chr00g05480_t001	Vitvi05_01chr00g05480
Vitvi05_01chr00g05490_t001	Vitvi05_01chr00g05490
Vitvi05_01chr00g05500_t001	Vitvi05_01chr00g05500
Vitvi05_01chr00g05510_t001	Vitvi05_01chr00g05510
Vitvi05_01chr00g05520_t001	Vitvi05_01chr00g05520
Vitvi05_01chr00g05530_t001	Vitvi05_01chr00g05530
Vitvi05_01chr00g05540_t001	Vitvi05_01chr00g05540
Vitvi05_01chr00g05550_t001	Vitvi05_01chr00g05550
Vitvi05_01chr00g05560_t001	Vitvi05_01chr00g05560
Vitvi05_01chr00g05570_t001	Vitvi05_01chr00g05570
Vitvi05_01chr00g05580_t001	Vitvi05_01chr00g05580
Vitvi05_01chr00g05590_t001	Vitvi05_01chr00g05590
Vitvi05_01chr00g05600_t001	Vitvi05_01chr00g05600
Vitvi05_01chr00g05610_t001	Vitvi05_01chr00g05610
Vitvi05_01chr00g05620_t001	Vitvi05_01chr00g05620
Vitvi05_01chr00g05630_t001	Vitvi05_01chr00g05630
Vitvi05_01chr00g05640_t001	Vitvi05_01chr00g05640
Vitvi05_01chr00g05650_t001	Vitvi05_01chr00g05650
Vitvi05_01chr00g05660_t001	Vitvi05_01chr00g05660
Vitvi05_01chr00g05670_t001	Vitvi05_01chr00g05670
Vitvi05_01chr00g05680_t001	Vitvi05_01chr00g05680
Vitvi05_01chr00g05690_t002	Vitvi05_01chr00g05690
Vitvi05_01chr00g05690_t001	Vitvi05_01chr00g05690
Vitvi05_01chr00g05700_t001	Vitvi05_01chr00g05700
Vitvi05_01chr00g05710_t001	Vitvi05_01chr00g05710
Vitvi05_01chr00g05720_t001	Vitvi05_01chr00g05720
Vitvi05_01chr00g05730_t001	Vitvi05_01chr00g05730
Vitvi05_01chr00g05740_t001	Vitvi05_01chr00g05740
Vitvi05_01chr00g05750_t001	Vitvi05_01chr00g05750
Vitvi05_01chr00g05760_t001	Vitvi05_01chr00g05760
Vitvi05_01chr00g05770_t001	Vitvi05_01chr00g05770
Vitvi05_01chr00g05780_t001	Vitvi05_01chr00g05780
Vitvi05_01chr00g05790_t001	Vitvi05_01chr00g05790
Vitvi05_01chr00g05800_t001	Vitvi05_01chr00g05800
Vitvi05_01chr00g05810_t001	Vitvi05_01chr00g05810
Vitvi05_01chr00g05820_t001	Vitvi05_01chr00g05820
Vitvi05_01chr00g05830_t001	Vitvi05_01chr00g05830
Vitvi05_01chr00g05840_t001	Vitvi05_01chr00g05840
Vitvi05_01chr00g05850_t001	Vitvi05_01chr00g05850
Vitvi05_01chr00g05860_t001	Vitvi05_01chr00g05860
Vitvi05_01chr00g05870_t001	Vitvi05_01chr00g05870
Vitvi05_01chr00g05880_t001	Vitvi05_01chr00g05880
Vitvi05_01chr00g05890_t001	Vitvi05_01chr00g05890
Vitvi05_01chr00g05900_t001	Vitvi05_01chr00g05900
Vitvi05_01chr00g05910_t001	Vitvi05_01chr00g05910
Vitvi05_01chr00g05920_t001	Vitvi05_01chr00g05920
Vitvi05_01chr00g05930_t001	Vitvi05_01chr00g05930
Vitvi05_01chr00g05940_t001	Vitvi05_01chr00g05940
Vitvi05_01chr00g05950_t001	Vitvi05_01chr00g05950
Vitvi05_01chr00g05960_t001	Vitvi05_01chr00g05960
Vitvi05_01chr00g05970_t001	Vitvi05_01chr00g05970
Vitvi05_01chr00g05980_t001	Vitvi05_01chr00g05980
Vitvi05_01chr00g05990_t001	Vitvi05_01chr00g05990
Vitvi05_01chr00g06000_t001	Vitvi05_01chr00g06000
Vitvi05_01chr00g06010_t001	Vitvi05_01chr00g06010
Vitvi05_01chr00g06020_t001	Vitvi05_01chr00g06020
Vitvi05_01chr00g06030_t001	Vitvi05_01chr00g06030
Vitvi05_01chr00g06040_t001	Vitvi05_01chr00g06040
Vitvi05_01chr00g06050_t001	Vitvi05_01chr00g06050
Vitvi05_01chr00g06060_t001	Vitvi05_01chr00g06060
Vitvi05_01chr00g06070_t001	Vitvi05_01chr00g06070
Vitvi05_01chr00g06080_t001	Vitvi05_01chr00g06080
Vitvi05_01chr00g06090_t001	Vitvi05_01chr00g06090
Vitvi05_01chr00g06100_t001	Vitvi05_01chr00g06100
Vitvi05_01chr00g06110_t001	Vitvi05_01chr00g06110
Vitvi05_01chr00g06120_t001	Vitvi05_01chr00g06120
Vitvi05_01chr00g06130_t001	Vitvi05_01chr00g06130
Vitvi05_01chr00g06140_t001	Vitvi05_01chr00g06140
Vitvi05_01chr00g06150_t001	Vitvi05_01chr00g06150
Vitvi05_01chr00g06160_t001	Vitvi05_01chr00g06160
Vitvi05_01chr00g06170_t001	Vitvi05_01chr00g06170
Vitvi05_01chr00g06180_t001	Vitvi05_01chr00g06180
Vitvi05_01chr00g06190_t001	Vitvi05_01chr00g06190
Vitvi05_01chr00g06200_t001	Vitvi05_01chr00g06200
Vitvi05_01chr00g06210_t001	Vitvi05_01chr00g06210
Vitvi05_01chr00g06220_t001	Vitvi05_01chr00g06220
Vitvi05_01chr00g06230_t001	Vitvi05_01chr00g06230
Vitvi05_01chr00g06240_t002	Vitvi05_01chr00g06240
Vitvi05_01chr00g06240_t001	Vitvi05_01chr00g06240
Vitvi05_01chr00g06250_t001	Vitvi05_01chr00g06250
Vitvi05_01chr00g06260_t001	Vitvi05_01chr00g06260
Vitvi05_01chr00g06270_t001	Vitvi05_01chr00g06270
Vitvi05_01chr00g06280_t001	Vitvi05_01chr00g06280
Vitvi05_01chr00g06290_t001	Vitvi05_01chr00g06290
Vitvi05_01chr00g06300_t001	Vitvi05_01chr00g06300
Vitvi05_01chr00g06310_t001	Vitvi05_01chr00g06310
Vitvi05_01chr00g06320_t001	Vitvi05_01chr00g06320
Vitvi05_01chr00g06330_t001	Vitvi05_01chr00g06330
Vitvi05_01chr00g06340_t001	Vitvi05_01chr00g06340
Vitvi05_01chr00g06350_t001	Vitvi05_01chr00g06350
Vitvi05_01chr00g06360_t001	Vitvi05_01chr00g06360
Vitvi05_01chr00g06370_t001	Vitvi05_01chr00g06370
Vitvi05_01chr00g06380_t001	Vitvi05_01chr00g06380
Vitvi05_01chr00g06390_t001	Vitvi05_01chr00g06390
Vitvi05_01chr00g06400_t001	Vitvi05_01chr00g06400
Vitvi05_01chr00g06410_t001	Vitvi05_01chr00g06410
Vitvi05_01chr00g06420_t001	Vitvi05_01chr00g06420
Vitvi05_01chr00g06430_t001	Vitvi05_01chr00g06430
Vitvi05_01chr00g06440_t001	Vitvi05_01chr00g06440
Vitvi05_01chr00g06450_t001	Vitvi05_01chr00g06450
Vitvi05_01chr00g06460_t001	Vitvi05_01chr00g06460
Vitvi05_01chr00g06470_t001	Vitvi05_01chr00g06470
Vitvi05_01chr00g06480_t001	Vitvi05_01chr00g06480
Vitvi05_01chr00g06490_t001	Vitvi05_01chr00g06490
Vitvi05_01chr00g06500_t001	Vitvi05_01chr00g06500
Vitvi05_01chr00g06510_t001	Vitvi05_01chr00g06510
Vitvi05_01chr00g06520_t001	Vitvi05_01chr00g06520
Vitvi05_01chr00g06530_t001	Vitvi05_01chr00g06530
Vitvi05_01chr00g06540_t001	Vitvi05_01chr00g06540
Vitvi05_01chr00g06550_t001	Vitvi05_01chr00g06550
Vitvi05_01chr00g06560_t001	Vitvi05_01chr00g06560
Vitvi05_01chr00g06570_t001	Vitvi05_01chr00g06570
Vitvi05_01chr00g06580_t001	Vitvi05_01chr00g06580
Vitvi05_01chr00g06590_t001	Vitvi05_01chr00g06590
Vitvi05_01chr00g06600_t001	Vitvi05_01chr00g06600
Vitvi05_01chr00g06610_t001	Vitvi05_01chr00g06610
Vitvi05_01chr00g06620_t001	Vitvi05_01chr00g06620
Vitvi05_01chr00g06630_t001	Vitvi05_01chr00g06630
Vitvi05_01chr00g06640_t001	Vitvi05_01chr00g06640
Vitvi05_01chr00g06650_t001	Vitvi05_01chr00g06650
Vitvi05_01chr00g06660_t001	Vitvi05_01chr00g06660
Vitvi05_01chr00g06670_t001	Vitvi05_01chr00g06670
Vitvi05_01chr00g06680_t001	Vitvi05_01chr00g06680
Vitvi05_01chr00g06690_t001	Vitvi05_01chr00g06690
Vitvi05_01chr00g06700_t001	Vitvi05_01chr00g06700
Vitvi05_01chr00g06710_t002	Vitvi05_01chr00g06710
Vitvi05_01chr00g06710_t001	Vitvi05_01chr00g06710
Vitvi05_01chr00g06720_t001	Vitvi05_01chr00g06720
Vitvi05_01chr00g06730_t001	Vitvi05_01chr00g06730
Vitvi05_01chr00g06740_t001	Vitvi05_01chr00g06740
Vitvi05_01chr00g06750_t001	Vitvi05_01chr00g06750
Vitvi05_01chr00g06760_t001	Vitvi05_01chr00g06760
Vitvi05_01chr00g06770_t001	Vitvi05_01chr00g06770
Vitvi05_01chr00g06780_t001	Vitvi05_01chr00g06780
Vitvi05_01chr00g06790_t001	Vitvi05_01chr00g06790
Vitvi05_01chr00g06800_t001	Vitvi05_01chr00g06800
Vitvi05_01chr00g06810_t001	Vitvi05_01chr00g06810
Vitvi05_01chr00g06820_t001	Vitvi05_01chr00g06820
Vitvi05_01chr00g06830_t001	Vitvi05_01chr00g06830
Vitvi05_01chr00g06840_t001	Vitvi05_01chr00g06840
Vitvi05_01chr00g06850_t002	Vitvi05_01chr00g06850
Vitvi05_01chr00g06850_t001	Vitvi05_01chr00g06850
Vitvi05_01chr00g06860_t001	Vitvi05_01chr00g06860
Vitvi05_01chr00g06870_t001	Vitvi05_01chr00g06870
Vitvi05_01chr00g06880_t001	Vitvi05_01chr00g06880
Vitvi05_01chr00g06890_t001	Vitvi05_01chr00g06890
Vitvi05_01chr00g06900_t001	Vitvi05_01chr00g06900
Vitvi05_01chr00g06910_t001	Vitvi05_01chr00g06910
Vitvi05_01chr00g06920_t001	Vitvi05_01chr00g06920
Vitvi05_01chr00g06930_t001	Vitvi05_01chr00g06930
Vitvi05_01chr00g06940_t002	Vitvi05_01chr00g06940
Vitvi05_01chr00g06940_t001	Vitvi05_01chr00g06940
Vitvi05_01chr00g06950_t001	Vitvi05_01chr00g06950
Vitvi05_01chr00g06960_t001	Vitvi05_01chr00g06960
Vitvi05_01chr00g06970_t001	Vitvi05_01chr00g06970
Vitvi05_01chr00g06980_t001	Vitvi05_01chr00g06980
Vitvi05_01chr00g06990_t001	Vitvi05_01chr00g06990
Vitvi05_01chr00g07000_t001	Vitvi05_01chr00g07000
Vitvi05_01chr00g07010_t001	Vitvi05_01chr00g07010
Vitvi05_01chr00g07020_t001	Vitvi05_01chr00g07020
Vitvi05_01chr00g07030_t001	Vitvi05_01chr00g07030
Vitvi05_01chr00g07040_t001	Vitvi05_01chr00g07040
Vitvi05_01chr00g07050_t001	Vitvi05_01chr00g07050
Vitvi05_01chr00g07060_t001	Vitvi05_01chr00g07060
Vitvi05_01chr00g07070_t001	Vitvi05_01chr00g07070
Vitvi05_01chr00g07080_t001	Vitvi05_01chr00g07080
Vitvi05_01chr00g07090_t001	Vitvi05_01chr00g07090
Vitvi05_01chr00g07100_t001	Vitvi05_01chr00g07100
Vitvi05_01chr00g07110_t001	Vitvi05_01chr00g07110
Vitvi05_01chr00g07120_t002	Vitvi05_01chr00g07120
Vitvi05_01chr00g07120_t001	Vitvi05_01chr00g07120
Vitvi05_01chr00g07130_t001	Vitvi05_01chr00g07130
Vitvi05_01chr00g07140_t001	Vitvi05_01chr00g07140
Vitvi05_01chr00g07150_t001	Vitvi05_01chr00g07150
Vitvi05_01chr00g07160_t001	Vitvi05_01chr00g07160
Vitvi05_01chr00g07170_t001	Vitvi05_01chr00g07170
Vitvi05_01chr00g07180_t001	Vitvi05_01chr00g07180
Vitvi05_01chr00g07190_t001	Vitvi05_01chr00g07190
Vitvi05_01chr00g07200_t001	Vitvi05_01chr00g07200
Vitvi05_01chr00g07210_t001	Vitvi05_01chr00g07210
Vitvi05_01chr00g07220_t002	Vitvi05_01chr00g07220
Vitvi05_01chr00g07220_t001	Vitvi05_01chr00g07220
Vitvi05_01chr00g07230_t001	Vitvi05_01chr00g07230
Vitvi05_01chr00g07240_t001	Vitvi05_01chr00g07240
Vitvi05_01chr00g07250_t001	Vitvi05_01chr00g07250
Vitvi05_01chr00g07260_t001	Vitvi05_01chr00g07260
Vitvi05_01chr00g07270_t002	Vitvi05_01chr00g07270
Vitvi05_01chr00g07270_t001	Vitvi05_01chr00g07270
Vitvi05_01chr00g07280_t001	Vitvi05_01chr00g07280
Vitvi05_01chr00g07290_t001	Vitvi05_01chr00g07290
Vitvi05_01chr00g07300_t001	Vitvi05_01chr00g07300
Vitvi05_01chr00g07310_t001	Vitvi05_01chr00g07310
Vitvi05_01chr00g07320_t001	Vitvi05_01chr00g07320
Vitvi05_01chr00g07330_t001	Vitvi05_01chr00g07330
Vitvi05_01chr00g07340_t002	Vitvi05_01chr00g07340
Vitvi05_01chr00g07340_t001	Vitvi05_01chr00g07340
Vitvi05_01chr00g07350_t002	Vitvi05_01chr00g07350
Vitvi05_01chr00g07350_t001	Vitvi05_01chr00g07350
Vitvi05_01chr00g07360_t001	Vitvi05_01chr00g07360
Vitvi05_01chr00g07370_t002	Vitvi05_01chr00g07370
Vitvi05_01chr00g07370_t001	Vitvi05_01chr00g07370
Vitvi05_01chr00g07380_t001	Vitvi05_01chr00g07380
Vitvi05_01chr00g07380_t002	Vitvi05_01chr00g07380
Vitvi05_01chr00g07390_t001	Vitvi05_01chr00g07390
Vitvi05_01chr00g07400_t001	Vitvi05_01chr00g07400
Vitvi05_01chr00g07410_t001	Vitvi05_01chr00g07410
Vitvi05_01chr00g07420_t001	Vitvi05_01chr00g07420
Vitvi05_01chr00g07430_t001	Vitvi05_01chr00g07430
Vitvi05_01chr00g07440_t001	Vitvi05_01chr00g07440
Vitvi05_01chr00g07450_t001	Vitvi05_01chr00g07450
Vitvi05_01chr00g07460_t001	Vitvi05_01chr00g07460
Vitvi05_01chr00g07470_t001	Vitvi05_01chr00g07470
Vitvi05_01chr00g07480_t001	Vitvi05_01chr00g07480
Vitvi05_01chr00g07490_t001	Vitvi05_01chr00g07490
Vitvi05_01chr00g07500_t001	Vitvi05_01chr00g07500
Vitvi05_01chr00g07510_t001	Vitvi05_01chr00g07510
Vitvi05_01chr00g07520_t001	Vitvi05_01chr00g07520
Vitvi05_01chr00g07530_t001	Vitvi05_01chr00g07530
Vitvi05_01chr00g07540_t001	Vitvi05_01chr00g07540
Vitvi05_01chr00g07550_t001	Vitvi05_01chr00g07550
Vitvi05_01chr00g07560_t001	Vitvi05_01chr00g07560
Vitvi05_01chr00g07570_t001	Vitvi05_01chr00g07570
Vitvi05_01chr00g07580_t001	Vitvi05_01chr00g07580
Vitvi05_01chr00g07590_t001	Vitvi05_01chr00g07590
Vitvi05_01chr00g07600_t001	Vitvi05_01chr00g07600
Vitvi05_01chr00g07610_t001	Vitvi05_01chr00g07610
Vitvi05_01chr00g07620_t001	Vitvi05_01chr00g07620
Vitvi05_01chr00g07630_t002	Vitvi05_01chr00g07630
Vitvi05_01chr00g07630_t001	Vitvi05_01chr00g07630
Vitvi05_01chr00g07640_t001	Vitvi05_01chr00g07640
Vitvi05_01chr00g07650_t001	Vitvi05_01chr00g07650
Vitvi05_01chr00g07660_t001	Vitvi05_01chr00g07660
Vitvi05_01chr00g07670_t001	Vitvi05_01chr00g07670
Vitvi05_01chr00g07680_t001	Vitvi05_01chr00g07680
Vitvi05_01chr00g07690_t001	Vitvi05_01chr00g07690
Vitvi05_01chr00g07700_t001	Vitvi05_01chr00g07700
Vitvi05_01chr00g07710_t001	Vitvi05_01chr00g07710
Vitvi05_01chr00g07720_t001	Vitvi05_01chr00g07720
Vitvi05_01chr00g07730_t001	Vitvi05_01chr00g07730
Vitvi05_01chr00g07740_t001	Vitvi05_01chr00g07740
Vitvi05_01chr00g07750_t001	Vitvi05_01chr00g07750
Vitvi05_01chr00g07760_t001	Vitvi05_01chr00g07760
Vitvi05_01chr00g07770_t001	Vitvi05_01chr00g07770
Vitvi05_01chr00g07780_t001	Vitvi05_01chr00g07780
Vitvi05_01chr00g07790_t001	Vitvi05_01chr00g07790
Vitvi05_01chr00g07800_t001	Vitvi05_01chr00g07800
Vitvi05_01chr00g07810_t001	Vitvi05_01chr00g07810
Vitvi05_01chr00g07820_t001	Vitvi05_01chr00g07820
Vitvi05_01chr00g07830_t001	Vitvi05_01chr00g07830
Vitvi05_01chr00g07840_t001	Vitvi05_01chr00g07840
Vitvi05_01chr00g07850_t001	Vitvi05_01chr00g07850
Vitvi05_01chr00g07850_t002	Vitvi05_01chr00g07850
Vitvi05_01chr00g07860_t001	Vitvi05_01chr00g07860
Vitvi05_01chr00g07870_t001	Vitvi05_01chr00g07870
Vitvi05_01chr00g07880_t001	Vitvi05_01chr00g07880
Vitvi05_01chr00g07890_t001	Vitvi05_01chr00g07890
Vitvi05_01chr00g07900_t001	Vitvi05_01chr00g07900
Vitvi05_01chr00g07910_t001	Vitvi05_01chr00g07910
Vitvi05_01chr00g07920_t001	Vitvi05_01chr00g07920
Vitvi05_01chr00g07930_t001	Vitvi05_01chr00g07930
Vitvi05_01chr00g07940_t001	Vitvi05_01chr00g07940
Vitvi05_01chr00g07950_t001	Vitvi05_01chr00g07950
Vitvi05_01chr00g07960_t001	Vitvi05_01chr00g07960
Vitvi05_01chr00g07970_t001	Vitvi05_01chr00g07970
Vitvi05_01chr00g07980_t001	Vitvi05_01chr00g07980
Vitvi05_01chr00g07990_t001	Vitvi05_01chr00g07990
Vitvi05_01chr00g08000_t001	Vitvi05_01chr00g08000
Vitvi05_01chr00g08010_t001	Vitvi05_01chr00g08010
Vitvi05_01chr00g08020_t001	Vitvi05_01chr00g08020
Vitvi05_01chr00g08030_t001	Vitvi05_01chr00g08030
Vitvi05_01chr00g08040_t001	Vitvi05_01chr00g08040
