"Gene"	"V3_gene"	"V5_gene"	"V3_MapMan_terms"	"V5_MapMan_terms"	"V3_Pfam"	"V3_PANTHER"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"	"V5_Pfam"	"V5_PANTHER"	"V5_OtherDomains"
"VIT_16s0100g00780"	"Vitvi16g01457"	"Vitvi05_01chr16g14030"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '5.5E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '1.1E-71', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21059415	21061300	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '5.5E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '1.1E-71', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"SSF53901 ('Thiolase-like-Thiolase-like', '2.13E-50', 'SUPERFAMILY'); G3DSA:3.40.47.10 ('Thiolase-like', '1.4E-61', 'Gene3D'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); SSF53901 ('Thiolase-like-Thiolase-like', '6.55E-76', 'SUPERFAMILY'); cd00831 ('CHS_like', '0.0', 'CDD'); G3DSA:3.40.47.10 ('Thiolase-like', '1.8E-99', 'Gene3D'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '1.1E-124', 'FunFam'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '1.3E-67', 'FunFam'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF')"
"VIT_16s0039g01320"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIT_16s0100g01190"	"Vitvi16g01483"	"Vitvi05_01chr16g14570"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '6.9E-72', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '4.0E-122', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21514294	21516175	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '6.9E-72', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '4.0E-122', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"SSF53901 ('Thiolase-like-Thiolase-like', '1.78E-75', 'SUPERFAMILY'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); G3DSA:3.40.47.10 ('Thiolase-like', '1.9E-98', 'Gene3D'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '1.3E-123', 'FunFam'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF'); G3DSA:3.40.47.10 ('Thiolase-like', '9.4E-62', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '6.33E-51', 'SUPERFAMILY'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '4.5E-68', 'FunFam')"
"VIT_16s0100g00880"	"Vitvi16g01462"	"Vitvi05_01chr16g14190"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.2E-70', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '8.3E-122', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21194639	21196279	"PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.2E-70', 'Pfam'); PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '8.3E-122', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"SSF53901 ('Thiolase-like-Thiolase-like', '6.81E-76', 'SUPERFAMILY'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); G3DSA:3.40.47.10 ('Thiolase-like', '1.1E-58', 'Gene3D'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '1.7E-124', 'FunFam'); G3DSA:3.40.47.10 ('Thiolase-like', '7.2E-99', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '5.76E-49', 'SUPERFAMILY'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '1.2E-127', 'PIRSF'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '8.6E-65', 'FunFam')"
"VIT_16s0039g01120"	"Vitvi16g01503"	"Vitvi05_01chr16g00810"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity.phenylalanine ammonia lyase (PAL)"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_4 lyases; mapman:Enzyme classification.EC_4 lyases.EC_4-3 carbon-nitrogen lyase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity.phenylalanine ammonia lyase *(PAL)"	"PF00221 ('Aromatic amino acid lyase-Aromatic amino acid lyase', '0.0', 'Pfam')"	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '0.0', 'PANTHER')"	"chr16"	615797	618548	"PF00221 ('Aromatic amino acid lyase-Aromatic amino acid lyase', '0.0', 'Pfam')"	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '0.0', 'PANTHER')"	"SSF48557 ('L-aspartase-like-L-Aspartase-like', '0.0', 'SUPERFAMILY'); G3DSA:1.10.275.10:FF:000009 ('Phenylalanine ammonia-lyase', '0.0', 'FunFam'); G3DSA:1.10.274.20 ('Phenylalanine ammonia-lyase, shielding domain superfamily', '0.0', 'Gene3D'); G3DSA:1.10.274.20:FF:000001 ('Phenylalanine ammonia-lyase', '5.9E-65', 'FunFam'); cd00332 ('PAL-HAL-Aromatic amino acid lyase', '0.0', 'CDD'); G3DSA:1.20.200.10 ('Fumarase/aspartase (Central domain)', '0.0', 'Gene3D'); TIGR01226 ('phenylalanine ammonia-lyase-Phenylalanine ammonia-lyase', '0.0', 'NCBIfam'); PS00488 ('Phenylalanine and histidine ammonia-lyases signature.-Phenylalanine/histidine ammonia-lyases, active site', '-', 'ProSitePatterns'); G3DSA:1.10.275.10 ('Fumarase/histidase, N-terminal', '6.7E-98', 'Gene3D'); G3DSA:1.20.200.10:FF:000009 ('Phenylalanine ammonia-lyase', '0.0', 'FunFam')"
"VIT_05s0020g03280"	"Vitvi05g00483"	"Vitvi05_01chr05g07310"	"Polyamine metabolism; Polyamine metabolism.polyamine degradation; Polyamine metabolism.polyamine degradation.copper-containing amine oxidase (CuAO)"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-4 oxidoreductase acting on CH-NH2 group of donor; mapman:Polyamine metabolism; mapman:Polyamine metabolism.polyamine degradation; mapman:Polyamine metabolism.polyamine degradation.copper-containing amine oxidase *(CuAO)"	"PF02728 ('Copper amine oxidase, N3 domain-Copper amine oxidase, N3-terminal', '2.5E-19', 'Pfam'); PF02727 ('Copper amine oxidase, N2 domain-Copper amine oxidase, N2-terminal', '4.1E-13', 'Pfam'); PF01179 ('Copper amine oxidase, enzyme domain-Copper amine oxidase, catalytic domain', '0.0', 'Pfam')"	"PTHR10638 ('COPPER AMINE OXIDASE-Copper amine oxidase', '0.0', 'PANTHER')"	"chr05"	5259229	5263083	"PF02728 ('Copper amine oxidase, N3 domain-Copper amine oxidase, N3-terminal', '2.5E-19', 'Pfam'); PF02727 ('Copper amine oxidase, N2 domain-Copper amine oxidase, N2-terminal', '4.1E-13', 'Pfam'); PF01179 ('Copper amine oxidase, enzyme domain-Copper amine oxidase, catalytic domain', '0.0', 'Pfam')"	"PTHR10638 ('COPPER AMINE OXIDASE-Copper amine oxidase', '0.0', 'PANTHER')"	"G3DSA:3.10.450.40 ('-', '2.5E-30', 'Gene3D'); G3DSA:3.10.450.40:FF:000005 ('Amine oxidase', '9.7E-41', 'FunFam'); G3DSA:3.10.450.40:FF:000012 ('Amine oxidase', '5.1E-38', 'FunFam'); SSF54416 ('Amine oxidase N-terminal region-Copper amine oxidase, N-terminal', '7.85E-23', 'SUPERFAMILY'); G3DSA:2.70.98.20:FF:000004 ('Amine oxidase', '0.0', 'FunFam'); PS01165 ('Copper amine oxidase copper-binding site signature.-Copper amine oxidase, copper-binding site', '-', 'ProSitePatterns'); SSF54416 ('Amine oxidase N-terminal region-Copper amine oxidase, N-terminal', '2.62E-36', 'SUPERFAMILY'); G3DSA:2.70.98.20 ('Copper amine oxidase, catalytic domain-Copper amine oxidase, catalytic domain superfamily', '0.0', 'Gene3D'); G3DSA:3.10.450.40 ('-', '1.1E-32', 'Gene3D'); SSF49998 ('Amine oxidase catalytic domain-Copper amine oxidase, catalytic domain superfamily', '0.0', 'SUPERFAMILY'); PS01164 ('Copper amine oxidase topaquinone signature.-Copper amine oxidase, TPQ-binding site', '-', 'ProSitePatterns')"
"VIT_16s0100g01160"	"Vitvi16g01481"	"Vitvi05_01chr16g14540"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '4.1E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.7E-72', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21489995	21491840	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '4.1E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.7E-72', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"SSF53901 ('Thiolase-like-Thiolase-like', '5.76E-51', 'SUPERFAMILY'); G3DSA:3.40.47.10 ('Thiolase-like', '4.4E-62', 'Gene3D'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '3.8E-68', 'FunFam'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '3.1E-123', 'FunFam'); G3DSA:3.40.47.10 ('Thiolase-like', '3.1E-98', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '2.04E-75', 'SUPERFAMILY')"
"VIT_16s0100g00960"	NA	"Vitvi05_01chr16g14250"	NA	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase"	NA	NA	"chr16"	21269133	21270091	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '1.4E-58', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '1.8E-54', 'PANTHER')"	"PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); G3DSA:3.40.47.10 ('Thiolase-like', '8.7E-46', 'Gene3D'); SSF53901 ('Thiolase-like-Thiolase-like', '2.02E-36', 'SUPERFAMILY')"
"VIT_16s0100g01130"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VIT_12s0028g02970"	NA	"Vitvi05_01chr12g04130"	NA	NA	NA	NA	"chr12"	3720592	3726494	"PF03094 ('Mlo family-Mlo-related protein', '0.0', 'Pfam')"	"PTHR31942 ('MLO-LIKE PROTEIN 1-Mlo-related protein', '0.0', 'PANTHER')"	""
"VIT_02s0025g04260"	"Vitvi02g01403"	"Vitvi05_01chr02g05200"	"not assigned; not assigned.annotated"	NA	"PF00314 ('Thaumatin family-Thaumatin family', '3.4E-58', 'Pfam')"	"PTHR31048 ('OS03G0233200 PROTEIN-Thaumatin family', '3.9E-86', 'PANTHER')"	"chr02"	3623696	3624583	"PF00314 ('Thaumatin family-Thaumatin family', '3.4E-58', 'Pfam')"	"PTHR31048 ('OS03G0233200 PROTEIN-Thaumatin family', '3.9E-86', 'PANTHER')"	"PIRSF002703 ('PR5-Thaumatin family', '4.2E-75', 'PIRSF'); G3DSA:2.60.110.10:FF:000003 ('Thaumatin I', '3.9E-105', 'FunFam'); SSF49870 ('Osmotin, thaumatin-like protein-Osmotin/thaumatin-like superfamily', '5.89E-85', 'SUPERFAMILY'); PR00347 ('Pathogenesis-related protein signature-Thaumatin family', '2.0E-42', 'PRINTS'); PS51367 ('Thaumatin family profile.-Thaumatin family', '49.735016', 'ProSiteProfiles'); G3DSA:2.60.110.10 ('Thaumatin-Osmotin/thaumatin-like superfamily', '4.1E-83', 'Gene3D'); PS00316 ('Thaumatin family signature.-Thaumatin, conserved site', '-', 'ProSitePatterns'); SM00205 ('tha2-Thaumatin family', '0.0', 'SMART')"
"VIT_00s2849g00010"	NA	"Vitvi05_01chr16g00930"	NA	NA	NA	NA	"chr16"	725239	725801	""	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '1.3E-56', 'PANTHER')"	"SSF48557 ('L-aspartase-like-L-Aspartase-like', '7.18E-31', 'SUPERFAMILY'); G3DSA:1.20.200.10 ('Fumarase/aspartase (Central domain)', '7.1E-20', 'Gene3D'); G3DSA:1.10.274.20 ('Phenylalanine ammonia-lyase, shielding domain superfamily', '1.2E-22', 'Gene3D')"
"VIT_18s0117g00550"	"Vitvi18g03065"	"Vitvi05_01chr18g27580"	"Enzyme classification; Enzyme classification.EC_1 oxidoreductases; Enzyme classification.EC_1 oxidoreductases.EC_1.10 oxidoreductase acting on diphenol or related substance as donor"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_1 oxidoreductases; mapman:Enzyme classification.EC_1 oxidoreductases.EC_1-10 oxidoreductase acting on diphenol or related substance as donor"	"PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '1.1E-35', 'Pfam'); PF00394 ('Multicopper oxidase-Multicopper oxidase, second cupredoxin domain', '1.4E-34', 'Pfam'); PF07731 ('Multicopper oxidase-Multicopper oxidase, C-terminal', '6.8E-37', 'Pfam')"	"PTHR11709 ('MULTI-COPPER OXIDASE-Multicopper oxidase', '0.0', 'PANTHER')"	"chr18"	27812212	27815717	"PF07732 ('Multicopper oxidase-Multicopper oxidase-like, N-terminal', '1.1E-35', 'Pfam'); PF00394 ('Multicopper oxidase-Multicopper oxidase, second cupredoxin domain', '1.4E-34', 'Pfam'); PF07731 ('Multicopper oxidase-Multicopper oxidase, C-terminal', '6.8E-37', 'Pfam')"	"PTHR11709 ('MULTI-COPPER OXIDASE-Multicopper oxidase', '0.0', 'PANTHER')"	"SSF49503 ('Cupredoxins-Cupredoxin', '2.22E-42', 'SUPERFAMILY'); PS00080 ('Multicopper oxidases signature 2.-Multicopper oxidase, copper-binding site', '-', 'ProSitePatterns'); cd13897 ('CuRO_3_LCC_plant-Laccase, third cupredoxin domain', '2.26776E-81', 'CDD'); G3DSA:2.60.40.420 ('Cupredoxin', '2.6E-59', 'Gene3D'); G3DSA:2.60.40.420 ('Cupredoxin', '6.3E-42', 'Gene3D'); cd13875 ('CuRO_2_LCC_plant-Laccase, second cupredoxin domain', '7.09984E-79', 'CDD'); PS00079 ('Multicopper oxidases signature 1.-Multicopper oxidases, conserved site', '-', 'ProSitePatterns'); SSF49503 ('Cupredoxins-Cupredoxin', '2.48E-36', 'SUPERFAMILY'); cd13849 ('CuRO_1_LCC_plant-Laccase, first cupredoxin domain', '3.32296E-64', 'CDD'); TIGR03389 ('laccase-Laccase', '0.0', 'NCBIfam'); SSF49503 ('Cupredoxins-Cupredoxin', '3.29E-39', 'SUPERFAMILY'); G3DSA:2.60.40.420 ('Cupredoxin', '1.2E-32', 'Gene3D')"
"VIT_16s0039g01300"	"Vitvi16g01507"	"Vitvi05_01chr16g00910"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity; Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity.phenylalanine ammonia lyase (PAL)"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_4 lyases; mapman:Enzyme classification.EC_4 lyases.EC_4-3 carbon-nitrogen lyase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity; mapman:Secondary metabolism.phenolics.p-coumaroyl-CoA biosynthesis.phenylalanine ammonia lyase activity.phenylalanine ammonia lyase *(PAL)"	"PF00221 ('Aromatic amino acid lyase-Aromatic amino acid lyase', '0.0', 'Pfam')"	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '0.0', 'PANTHER')"	"chr16"	711808	714839	"PF00221 ('Aromatic amino acid lyase-Aromatic amino acid lyase', '0.0', 'Pfam')"	"PTHR10362 ('HISTIDINE AMMONIA-LYASE-Aromatic amino acid lyase', '0.0', 'PANTHER')"	"SSF48557 ('L-aspartase-like-L-Aspartase-like', '0.0', 'SUPERFAMILY'); G3DSA:1.10.275.10:FF:000009 ('Phenylalanine ammonia-lyase', '0.0', 'FunFam'); G3DSA:1.10.274.20 ('Phenylalanine ammonia-lyase, shielding domain superfamily', '0.0', 'Gene3D'); G3DSA:1.10.275.10 ('Fumarase/histidase, N-terminal', '2.5E-98', 'Gene3D'); cd00332 ('PAL-HAL-Aromatic amino acid lyase', '0.0', 'CDD'); G3DSA:1.10.274.20:FF:000001 ('Phenylalanine ammonia-lyase', '4.1E-65', 'FunFam'); G3DSA:1.20.200.10 ('Fumarase/aspartase (Central domain)', '0.0', 'Gene3D'); TIGR01226 ('phenylalanine ammonia-lyase-Phenylalanine ammonia-lyase', '0.0', 'NCBIfam'); PS00488 ('Phenylalanine and histidine ammonia-lyases signature.-Phenylalanine/histidine ammonia-lyases, active site', '-', 'ProSitePatterns'); G3DSA:1.20.200.10:FF:000009 ('Phenylalanine ammonia-lyase', '0.0', 'FunFam')"
"VIT_07s0151g01070"	"Vitvi07g00130"	"Vitvi05_01chr07g02330"	"Phytohormone action; Phytohormone action.gibberellin; Phytohormone action.gibberellin.biosynthesis; Phytohormone action.gibberellin.biosynthesis.ent-copalyl diphosphate synthase"	"mapman:Phytohormone action; mapman:Phytohormone action.gibberellin; mapman:Phytohormone action.gibberellin.biosynthesis; mapman:Phytohormone action.gibberellin.biosynthesis.ent-copalyl diphosphate synthase; mapman:Enzyme classification; mapman:Enzyme classification.EC_4 lyases; mapman:Enzyme classification.EC_4 lyases.EC_4-2 carbon-oxygen lyase; mapman:Enzyme classification.EC_5 isomerases; mapman:Enzyme classification.EC_5 isomerases.EC_5-5 intramolecular lyase"	"PF03936 ('Terpene synthase family, metal binding domain-Terpene synthase, metal-binding domain', '7.8E-4', 'Pfam'); PF01397 ('Terpene synthase, N-terminal domain-Terpene synthase, N-terminal domain', '4.6E-42', 'Pfam')"	"PTHR31739 ('ENT-COPALYL DIPHOSPHATE SYNTHASE, CHLOROPLASTIC-Plant terpene synthase', '0.0', 'PANTHER')"	"chr07"	1621495	1628131	"PF03936 ('Terpene synthase family, metal binding domain-Terpene synthase, metal-binding domain', '7.8E-4', 'Pfam'); PF01397 ('Terpene synthase, N-terminal domain-Terpene synthase, N-terminal domain', '4.6E-42', 'Pfam')"	"PTHR31739 ('ENT-COPALYL DIPHOSPHATE SYNTHASE, CHLOROPLASTIC-Plant terpene synthase', '0.0', 'PANTHER')"	"SSF48576 ('Terpenoid synthases-Isoprenoid synthase domain superfamily', '5.47E-22', 'SUPERFAMILY'); G3DSA:1.50.10.160:FF:000001 ('Ent-copalyl diphosphate synthase', '1.5E-112', 'FunFam'); SFLDG01605 ('Terpene Cyclase Like 1 N-term - Enzymatic', '0.0', 'SFLD'); SSF48239 ('Terpenoid cyclases/Protein prenyltransferases-Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid', '2.69E-7', 'SUPERFAMILY'); SFLDG01014 ('Terpene Cyclase Like 1 N-term', '0.0', 'SFLD'); G3DSA:1.10.600.10 ('Farnesyl Diphosphate Synthase-Isoprenoid synthase domain superfamily', '5.9E-82', 'Gene3D'); SSF48239 ('Terpenoid cyclases/Protein prenyltransferases-Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid', '1.34E-62', 'SUPERFAMILY'); G3DSA:1.10.600.10:FF:000035 ('Ent-copalyl diphosphate synthase, chloroplastic', '0.0', 'FunFam'); G3DSA:1.50.10.160 ('-', '0.0', 'Gene3D'); G3DSA:1.50.10.130 ('Terpene synthase, N-terminal domain superfamily', '0.0', 'Gene3D'); G3DSA:1.50.10.130:FF:000002 ('Ent-copalyl diphosphate synthase, chloroplastic', '1.3E-94', 'FunFam')"
"VIT_16s0100g01140"	"Vitvi16g01479"	"Vitvi05_01chr16g14500"	"Secondary metabolism; Secondary metabolism.phenolics; Secondary metabolism.phenolics.stilbenoid biosynthesis"	"mapman:Enzyme classification; mapman:Enzyme classification.EC_2 transferases; mapman:Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase; mapman:Secondary metabolism; mapman:Secondary metabolism.phenolics; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity; mapman:Secondary metabolism.phenolics.flavonoid biosynthesis.chalcones.chalcone synthase activity.chalcone synthase *(CHS)"	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '2.7E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.5E-72', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"chr16"	21452008	21453890	"PF00195 ('Chalcone and stilbene synthases, N-terminal domain-Chalcone/stilbene synthase, N-terminal', '2.7E-122', 'Pfam'); PF02797 ('Chalcone and stilbene synthases, C-terminal domain-Chalcone/stilbene synthase, C-terminal', '5.5E-72', 'Pfam')"	"PTHR11877 ('HYDROXYMETHYLGLUTARYL-COA SYNTHASE-Polyketide synthase, type III', '0.0', 'PANTHER')"	"G3DSA:3.40.47.10 ('Thiolase-like', '7.6E-62', 'Gene3D'); PS00441 ('Chalcone and stilbene synthases active site.-Chalcone/stilbene synthase, active site', '-', 'ProSitePatterns'); cd00831 ('CHS_like', '0.0', 'CDD'); SSF53901 ('Thiolase-like-Thiolase-like', '1.55E-76', 'SUPERFAMILY'); G3DSA:3.40.47.10:FF:000025 ('Chalcone synthase 2', '4.3E-125', 'FunFam'); G3DSA:3.40.47.10:FF:000014 ('Chalcone synthase 1', '3.6E-68', 'FunFam'); PIRSF000451 ('PKS_III-Polyketide synthase, type III', '0.0', 'PIRSF'); SSF53901 ('Thiolase-like-Thiolase-like', '6.33E-51', 'SUPERFAMILY'); G3DSA:3.40.47.10 ('Thiolase-like', '7.0E-100', 'Gene3D')"
